time;logid;split;acdcalls;vdn;abncalls;transferred;holdcalls;auxoutoffcalls;i_acdtime;i_acwintime;holdtime;workmode;direction;auxreason;auxoutofftime;i_stafftime;i_availtime;i_auxtime;ansringtime;abntime;holdabncalls;holdacdtime
2021/06/05 12:33:06;2119674;1169;0;2000445;0;0;0;0;0;0;0;30;2;;0;184;88;29;0;0;0;0
2021/06/07 11:51:37;2120357;1082;1;2000347;0;0;0;0;1085;9;0;30;2;;0;1293;194;0;2;0;0;0
2021/06/07 20:00:29;2125635;1048;0;;0;0;0;0;0;0;0;220;0;;0;27;0;0;0;0;0;0
2021/06/07 20:00:29;2125635;1123;0;;0;0;0;0;0;0;0;220;0;;0;27;0;0;0;0;0;0
2021/06/07 15:21:32;2109778;1059;0;;0;0;0;0;0;0;0;50;0;7;0;1283;0;1283;0;0;0;0
2021/06/07 14:07:05;2128721;6300;0;;0;0;0;0;0;0;0;50;2;0;0;423;0;423;0;0;0;0
2021/06/05 16:17:29;2800021;1004;1;2000010;0;0;1;0;263;51;88;30;2;;0;1049;732;0;0;0;0;88
2021/06/06 11:16:03;2112062;1035;0;2000111;0;0;0;0;485;0;0;30;2;;0;962;83;0;0;0;0;0
2021/06/06 11:16:03;2112062;1036;0;2000111;0;0;0;0;0;0;0;30;2;;0;962;83;0;0;0;0;0
2021/06/06 11:16:03;2112062;1037;0;2000111;0;0;0;0;0;0;0;30;2;;0;962;83;0;0;0;0;0
2021/06/06 11:16:03;2112062;1038;0;2000111;0;0;0;0;0;0;0;30;2;;0;962;83;0;0;0;0;0
2021/06/07 11:52:56;2106650;6300;0;;0;0;0;0;0;0;0;50;0;0;0;1372;0;1372;0;0;0;0
2021/06/07 12:13:40;2801068;1050;0;2000197;0;0;0;0;0;0;0;30;2;;0;551;130;112;0;0;0;0
2021/06/07 12:13:40;2801068;1095;0;2000197;0;0;0;0;300;6;0;30;2;;0;551;130;112;0;0;0;0
2021/06/07 12:13:40;2801068;1124;0;2000197;0;0;0;0;0;0;0;30;2;;0;551;130;112;0;0;0;0
2021/06/05 10:35:39;2124597;1165;0;2000444;0;0;0;0;338;0;0;30;2;;0;338;0;0;0;0;0;0
2021/06/05 10:35:39;2124597;1166;0;2000444;0;0;0;0;0;0;0;30;2;;0;338;0;0;0;0;0;0
2021/06/05 10:35:39;2124597;1169;0;2000444;0;0;0;0;0;0;0;30;2;;0;338;0;0;0;0;0;0
2021/06/05 10:35:39;2124597;1172;0;2000444;0;0;0;0;0;0;0;30;2;;0;338;0;0;0;0;0;0
2021/06/07 11:38:26;2105495;1057;0;;0;0;0;0;0;142;0;40;0;;0;502;0;360;0;0;0;0
2021/06/08 09:51:05;2126008;1165;2;;0;0;2;0;989;120;236;220;0;;0;1263;0;0;0;0;0;236
2021/06/08 09:51:05;2126008;1166;0;;0;0;0;0;0;0;0;220;0;;0;1263;0;0;0;0;0;0
2021/06/08 09:51:05;2126008;1172;0;;0;0;0;0;0;0;0;220;0;;0;1263;0;0;0;0;0;0
2021/06/07 11:35:48;2118981;1048;0;;0;0;0;0;0;44;0;20;0;;0;344;300;0;0;0;0;0
2021/06/05 16:12:14;2103827;1057;1;2000240;0;0;1;0;222;30;500;30;2;;0;734;0;0;3;0;0;500
2021/06/07 13:35:46;2102485;1157;0;;0;0;0;2;0;0;0;20;0;;684;345;136;209;0;0;0;0
2021/06/07 13:35:46;2102485;1160;0;;0;0;0;0;0;0;0;20;0;;0;345;136;209;0;0;0;0
2021/06/07 13:35:46;2102485;1161;0;;0;0;0;0;0;0;0;20;0;;0;345;136;209;0;0;0;0
2021/06/07 13:35:46;2102485;1162;0;;0;0;0;0;0;0;0;20;0;;0;345;136;209;0;0;0;0
2021/06/05 10:22:40;2111081;1165;0;2000444;0;0;0;0;59;0;0;30;2;;0;70;0;11;0;0;0;0
2021/06/05 10:22:40;2111081;1166;0;2000444;0;0;0;0;0;0;0;30;2;;0;70;0;11;0;0;0;0
2021/06/05 10:22:40;2111081;1169;0;2000444;0;0;0;0;0;0;0;30;2;;0;70;0;11;0;0;0;0
2021/06/05 10:22:40;2111081;1172;0;2000444;0;0;0;0;0;0;0;30;2;;0;70;0;11;0;0;0;0
2021/06/05 11:39:37;2109431;1035;0;2000114;0;0;0;0;575;0;0;30;2;;0;575;0;0;0;0;0;0
2021/06/05 11:39:37;2109431;1036;0;2000114;0;0;0;0;0;0;0;30;2;;0;575;0;0;0;0;0;0
2021/06/05 11:39:37;2109431;1037;0;2000114;0;0;0;0;0;0;0;30;2;;0;575;0;0;0;0;0;0
2021/06/05 11:39:37;2109431;1038;0;2000114;0;0;0;0;0;0;0;30;2;;0;575;0;0;0;0;0;0
2021/06/05 11:39:37;2109431;1090;0;2000114;0;0;0;0;0;0;0;30;2;;0;575;0;0;0;0;0;0
2021/06/05 13:33:04;2123347;1151;0;2000433;0;0;0;0;0;0;0;30;2;;0;183;0;0;0;0;0;0
2021/06/05 13:33:04;2123347;1152;0;2000433;0;0;0;0;0;0;0;30;2;;0;183;0;0;0;0;0;0
2021/06/05 13:33:04;2123347;1153;0;2000433;0;0;0;0;0;0;0;30;2;;0;183;0;0;0;0;0;0
2021/06/05 13:33:04;2123347;1154;0;2000433;0;0;0;0;183;0;0;30;2;;0;183;0;0;0;0;0;0
2021/06/05 13:33:04;2123347;1155;0;2000433;0;0;0;0;0;0;0;30;2;;0;183;0;0;0;0;0;0
2021/06/08 09:56:19;2105242;6300;0;;0;0;0;0;0;0;0;20;0;;0;1577;1577;0;0;0;0;0
2021/06/08 08:53:59;2126761;1048;1;;0;0;1;0;556;30;208;220;0;;0;1438;431;0;0;0;0;208
2021/06/05 10:31:44;2125466;1165;0;;0;0;0;0;0;0;0;220;0;;0;103;0;0;0;0;0;0
2021/06/05 10:31:44;2125466;1166;0;;0;0;0;0;0;0;0;220;0;;0;103;0;0;0;0;0;0
2021/06/05 10:31:44;2125466;1169;0;;0;0;0;0;0;0;0;220;0;;0;103;0;0;0;0;0;0
2021/06/05 10:31:44;2125466;1172;0;;0;0;0;0;0;0;0;220;0;;0;103;0;0;0;0;0;0
2021/06/05 17:53:59;2800306;1050;1;;0;1;2;0;87;20;79;50;0;6;0;1439;31;999;0;0;0;79
2021/06/05 17:53:59;2800306;1095;3;;0;1;4;0;93;31;202;50;0;6;0;1439;31;999;9;0;0;202
2021/06/05 17:53:59;2800306;1124;0;;0;0;0;0;0;0;0;50;0;6;0;1439;31;999;0;0;0;0
2021/06/05 12:23:58;2126102;1165;0;2000444;0;0;0;0;435;0;0;30;2;;0;440;0;5;0;0;0;0
2021/06/05 12:23:58;2126102;1166;0;2000444;0;0;0;0;0;0;0;30;2;;0;440;0;5;0;0;0;0
2021/06/05 12:23:58;2126102;1169;0;2000444;0;0;0;0;0;0;0;30;2;;0;440;0;5;0;0;0;0
2021/06/08 11:25:08;2127778;1165;0;2000445;0;0;0;1;0;33;0;30;2;;73;1504;0;921;0;0;0;0
2021/06/08 11:25:08;2127778;1166;1;2000445;0;0;1;0;540;7;145;30;2;;0;1504;0;921;2;0;0;145
2021/06/08 11:25:08;2127778;1172;0;2000445;0;0;0;0;0;0;0;30;2;;0;1504;0;921;0;0;0;0
2021/06/08 11:15:55;2105206;1231;1;2000215;0;0;1;0;207;60;375;30;2;;0;951;108;0;0;0;0;375
2021/06/05 12:09:36;2128363;1082;0;2000347;0;0;0;0;574;0;0;30;2;;0;574;0;0;0;0;0;0
2021/06/05 17:55:18;2100020;6300;0;;0;0;0;0;0;0;0;50;0;0;0;1516;0;1516;0;0;0;0
2021/06/05 12:37:02;2107279;1207;0;2000485;0;0;0;0;21;0;0;30;2;;0;420;0;397;0;0;0;0
2021/06/05 12:37:02;2107279;1209;0;2000485;0;1;1;1;0;0;135;30;2;;124;420;0;397;0;0;0;0
2021/06/06 18:21:15;2103099;6066;0;;0;0;0;0;0;0;0;50;0;0;0;1274;0;1274;0;0;0;0
2021/06/07 18:39:42;2103610;6300;0;;0;0;0;0;0;0;0;50;0;0;0;579;0;579;0;0;0;0
2021/06/05 12:01:45;2101760;1146;0;;0;0;0;0;0;0;0;50;0;5;0;103;0;103;0;0;0;0
2021/06/08 14:43:38;2107208;1021;0;2000027;0;0;0;0;0;0;0;30;2;;0;816;7;0;0;0;0;0
2021/06/08 14:43:38;2107208;1022;0;2000027;0;0;0;0;809;0;0;30;2;;0;816;7;0;0;0;0;0
2021/06/08 14:43:38;2107208;1023;0;2000027;0;0;0;0;0;0;0;30;2;;0;816;7;0;0;0;0;0
2021/06/08 14:43:38;2107208;1024;0;2000027;0;0;0;0;0;0;0;30;2;;0;816;7;0;0;0;0;0
2021/06/07 10:38:22;2113744;1053;0;2000215;0;0;0;0;0;0;0;30;2;;0;500;0;0;0;0;0;0
2021/06/07 10:38:22;2113744;1231;2;2000215;0;1;1;0;440;60;63;30;2;;0;500;0;0;0;0;0;63
2021/06/07 10:38:22;2113744;1232;0;2000215;0;0;0;0;0;0;0;30;2;;0;500;0;0;0;0;0;0
2021/06/07 18:30:30;2125817;1165;0;;0;0;0;0;0;0;0;50;0;0;0;28;0;28;0;0;0;0
2021/06/07 18:30:30;2125817;1166;0;;0;0;0;0;0;0;0;50;0;0;0;28;0;28;0;0;0;0
2021/06/07 18:30:30;2125817;1169;0;;0;0;0;0;0;0;0;50;0;0;0;28;0;28;0;0;0;0
2021/06/05 15:25:20;2126486;1048;1;2000157;0;1;1;0;377;0;39;30;2;;0;1519;225;914;0;0;0;39
2021/06/06 12:16:02;2125151;1082;1;;0;0;0;0;503;3;0;50;1;0;0;943;223;211;3;0;0;0
2021/06/06 12:16:02;2125151;1084;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1131;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1139;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1140;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1141;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1142;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1143;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;1144;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/06 12:16:02;2125151;6249;0;;0;0;0;0;0;0;0;50;1;0;0;943;223;211;0;0;0;0
2021/06/05 20:48:40;2125139;1082;1;;0;0;0;0;428;5;0;50;1;0;0;1119;488;195;3;0;0;0
2021/06/05 20:48:40;2125139;1084;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/05 20:48:40;2125139;1131;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/05 20:48:40;2125139;1139;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/05 20:48:40;2125139;1140;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/05 20:48:40;2125139;1141;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/05 20:48:40;2125139;1142;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/05 20:48:40;2125139;1143;0;;0;0;0;0;0;0;0;50;1;0;0;1119;488;195;0;0;0;0
2021/06/07 12:01:50;2801303;1050;0;2000389;0;0;0;0;0;0;0;30;2;;0;107;0;0;0;0;0;0
2021/06/07 12:01:50;2801303;1095;0;2000389;0;0;0;0;0;0;0;30;2;;0;107;0;0;0;0;0;0
2021/06/07 12:01:50;2801303;1122;0;2000389;0;0;0;0;107;0;0;30;2;;0;107;0;0;0;0;0;0
2021/06/07 14:24:09;2111306;1165;0;2000444;0;0;0;0;143;0;0;30;2;;0;1447;0;732;0;0;0;0
2021/06/07 14:24:09;2111306;1166;0;2000444;0;0;0;0;0;0;0;30;2;;0;1447;0;732;0;0;0;0
2021/06/07 14:24:09;2111306;1169;0;2000444;0;0;0;0;292;60;0;30;2;;0;1447;0;732;0;0;0;0
2021/06/07 14:24:09;2111306;1172;0;2000444;0;0;0;0;0;0;0;30;2;;0;1447;0;732;0;0;0;0
2021/06/08 11:50:14;2102305;1026;0;;0;0;1;2;0;0;277;50;0;3;471;1211;0;1211;0;0;0;0
2021/06/05 18:33:03;2800401;1061;0;;0;0;0;0;0;0;0;50;0;1;0;182;12;170;0;0;0;0
2021/06/07 12:07:06;2801511;1050;0;;0;0;0;0;0;0;0;50;0;1;0;423;0;423;0;0;0;0
2021/06/07 12:07:06;2801511;1095;0;;0;0;0;0;0;0;0;50;0;1;0;423;0;423;0;0;0;0
2021/06/07 12:07:06;2801511;1124;0;;0;0;0;0;0;0;0;50;0;1;0;423;0;423;0;0;0;0
2021/06/05 16:54:01;2120391;1048;0;;0;0;0;0;0;0;0;50;0;6;0;1439;0;1439;0;0;0;0
2021/06/07 13:47:35;2125930;1165;0;2000444;0;0;0;0;1053;0;0;30;2;;0;1053;0;0;0;0;0;0
2021/06/07 13:47:35;2125930;1166;0;2000444;0;0;0;0;0;0;0;30;2;;0;1053;0;0;0;0;0;0
2021/06/07 13:47:35;2125930;1172;0;2000444;0;0;0;0;0;0;0;30;2;;0;1053;0;0;0;0;0;0
2021/06/08 11:09:22;2100049;6300;0;;0;0;0;0;0;0;0;50;0;0;0;557;0;557;0;0;0;0
2021/06/07 10:16:14;2100628;6300;0;;0;0;0;0;0;0;0;50;0;0;0;972;0;972;0;0;0;0
2021/06/07 18:16:19;2105221;1053;0;;0;0;0;0;378;0;0;220;0;;0;976;0;122;0;0;0;0
2021/06/07 18:16:19;2105221;1231;0;;0;0;0;0;0;0;0;220;0;;0;976;0;122;0;0;0;0
2021/06/07 18:16:19;2105221;1232;0;;0;0;0;0;0;0;0;220;0;;0;976;0;122;0;0;0;0
2021/06/07 11:34:29;2109117;1034;0;;0;0;0;0;163;0;0;220;0;;0;265;0;0;0;0;0;0
2021/06/07 11:30:32;2104264;1211;0;;0;0;0;0;0;0;0;50;1;8;0;28;0;28;0;0;0;0
2021/06/08 13:37:04;2110634;1048;0;;0;0;0;0;195;0;0;220;0;;0;422;0;0;0;0;0;0
2021/06/07 17:14:59;2109436;1041;0;2000129;0;0;1;4;204;0;129;30;2;;662;897;0;691;0;0;0;0
2021/06/07 17:14:59;2109436;1043;0;2000129;0;0;0;0;0;0;0;30;2;;0;897;0;691;0;0;0;0
2021/06/07 17:14:59;2109436;1091;0;2000129;0;0;0;0;0;0;0;30;2;;0;897;0;691;0;0;0;0
2021/06/07 17:14:59;2109436;1164;0;2000129;0;0;0;0;0;0;0;30;2;;0;897;0;691;0;0;0;0
2021/06/07 16:42:03;2111589;6300;0;;0;0;0;0;0;0;0;50;0;8;0;720;0;720;0;0;0;0
2021/06/08 14:04:26;2104584;1085;0;;0;0;0;0;0;0;0;50;0;1;0;264;0;264;0;0;0;0
2021/06/08 14:04:26;2104584;1132;0;;0;0;0;0;0;0;0;50;0;1;0;264;0;264;0;0;0;0
2021/06/08 13:31:50;2124408;1048;0;2000387;0;0;0;0;0;0;0;30;2;;0;108;0;0;0;0;0;0
2021/06/08 13:31:50;2124408;1121;1;2000387;0;0;0;0;75;30;0;30;2;;0;108;0;0;2;0;0;0
2021/06/08 10:47:33;2800614;1061;0;;0;0;0;0;719;0;0;220;0;;0;1050;0;0;0;0;0;0
2021/06/07 09:51:36;2119011;1048;0;;0;0;0;0;0;54;0;50;0;8;0;1294;127;378;0;0;0;0
2021/06/07 09:51:36;2119011;1123;3;;0;0;1;0;660;70;112;50;0;8;0;1294;127;378;8;0;0;112
2021/06/08 08:36:58;2105444;1067;0;;0;0;0;0;0;0;0;20;0;;0;417;394;0;0;0;0;0
2021/06/08 08:36:58;2105444;1068;0;;0;0;0;0;0;0;0;20;0;;0;417;394;0;0;0;0;0
2021/06/08 08:36:58;2105444;1235;0;;0;0;0;0;0;23;0;20;0;;0;417;394;0;0;0;0;0
2021/06/05 20:22:35;2115381;1041;2;;0;0;0;6;903;9;0;50;1;8;139;1354;41;170;3;0;0;0
2021/06/05 20:22:35;2115381;1042;0;;0;0;0;0;0;0;0;50;1;8;0;1354;41;170;0;0;0;0
2021/06/05 20:22:35;2115381;1043;0;;0;0;0;0;0;0;0;50;1;8;0;1354;41;170;0;0;0;0
2021/06/05 20:22:35;2115381;1091;1;;0;0;1;0;228;0;67;50;1;8;0;1354;41;170;2;0;0;67
2021/06/05 20:22:35;2115381;1164;0;;0;0;0;0;0;0;0;50;1;8;0;1354;41;170;0;0;0;0
2021/06/05 14:35:41;2124978;1082;0;;0;0;0;1;0;0;0;20;0;;50;340;9;317;0;0;0;0
2021/06/05 14:35:41;2124978;1084;0;;0;0;0;0;0;0;0;20;0;;0;340;9;317;0;0;0;0
2021/06/05 14:35:41;2124978;1131;0;;0;0;0;0;0;0;0;20;0;;0;340;9;317;0;0;0;0
2021/06/05 14:35:41;2124978;1139;0;;0;0;0;0;0;0;0;20;0;;0;340;9;317;0;0;0;0
2021/06/05 14:35:41;2124978;1140;0;;0;0;0;0;0;14;0;20;0;;0;340;9;317;0;0;0;0
2021/06/05 14:35:41;2124978;1141;0;;0;0;0;0;0;0;0;20;0;;0;340;9;317;0;0;0;0
2021/06/07 16:49:57;2103962;1028;0;;0;0;0;0;0;0;0;50;0;6;0;1194;0;1184;0;0;0;0
2021/06/07 16:49:57;2103962;1029;1;;0;1;1;0;2;8;2;50;0;6;0;1194;0;1184;0;0;0;2
2021/06/07 16:49:57;2103962;1030;0;;0;0;0;0;0;0;0;50;0;6;0;1194;0;1184;0;0;0;0
2021/06/07 16:49:57;2103962;1031;0;;0;0;0;0;0;0;0;50;0;6;0;1194;0;1184;0;0;0;0
2021/06/07 16:49:57;2103962;1032;0;;0;0;0;0;0;0;0;50;0;6;0;1194;0;1184;0;0;0;0
2021/06/08 10:14:54;2109842;1034;1;;0;0;0;0;284;61;0;20;0;;0;892;547;0;0;0;0;0
2021/06/07 15:09:43;2109524;1153;0;;0;0;0;0;0;0;0;50;0;1;0;580;123;199;0;0;0;0
2021/06/07 15:09:43;2109524;1154;1;;0;1;1;0;0;258;160;50;0;1;0;580;123;199;3;0;0;160
2021/06/06 15:43:27;2107470;6300;0;;0;0;0;0;0;0;0;50;0;0;0;805;0;805;0;0;0;0
2021/06/07 16:57:51;2801887;1050;1;;0;0;0;0;27;20;0;220;0;;0;1668;542;13;0;0;0;0
2021/06/07 16:57:51;2801887;1095;0;;0;0;0;0;0;0;0;220;0;;0;1668;542;13;0;0;0;0
2021/06/07 16:57:51;2801887;1124;2;;0;0;1;0;729;60;84;220;0;;0;1668;542;13;5;0;0;84
2021/06/07 17:18:55;2103798;1172;0;2000451;0;0;0;0;185;0;0;30;2;;0;1133;249;690;0;0;0;0
2021/06/07 10:08:21;2120561;1048;0;2000153;0;0;0;0;84;20;0;40;0;;0;498;0;0;0;0;0;0
2021/06/07 10:08:21;2120561;1121;0;2000153;0;0;0;0;0;0;0;40;0;;0;498;0;0;0;0;0;0
2021/06/07 10:08:21;2120561;1123;0;2000153;0;0;0;0;0;0;0;40;0;;0;498;0;0;0;0;0;0
2021/06/08 13:12:19;2124873;1041;0;;0;0;0;0;0;219;0;50;0;8;0;590;0;371;0;0;0;0
2021/06/08 13:12:19;2124873;1042;0;;0;0;0;0;0;0;0;50;0;8;0;590;0;371;0;0;0;0
2021/06/08 13:12:19;2124873;1043;0;;0;0;0;0;0;0;0;50;0;8;0;590;0;371;0;0;0;0
2021/06/08 13:12:19;2124873;1091;0;;0;0;0;0;0;0;0;50;0;8;0;590;0;371;0;0;0;0
2021/06/08 13:12:19;2124873;1164;0;;0;0;0;0;0;0;0;50;0;8;0;590;0;371;0;0;0;0
2021/06/07 18:38:24;2107470;6300;0;;0;0;0;0;0;0;0;50;0;0;0;501;0;501;0;0;0;0
2021/06/07 12:35:48;2124412;1048;0;2000157;0;0;0;0;10;5;0;30;2;;0;345;327;0;0;0;0;0
2021/06/08 12:52:52;2115273;1041;1;2000130;0;0;1;0;1178;122;101;30;2;;0;1369;66;0;4;0;0;101
2021/06/08 12:52:52;2115273;1042;0;2000130;0;0;0;0;0;0;0;30;2;;0;1369;66;0;0;0;0;0
2021/06/08 12:52:52;2115273;1043;0;2000130;0;0;0;0;0;0;0;30;2;;0;1369;66;0;0;0;0;0
2021/06/08 12:52:52;2115273;1091;0;2000130;0;0;0;0;0;0;0;30;2;;0;1369;66;0;0;0;0;0
2021/06/08 12:52:52;2115273;1164;0;2000130;0;0;0;0;0;0;0;30;2;;0;1369;66;0;0;0;0;0
2021/06/07 09:42:26;2128587;1028;0;2000071;0;0;0;0;0;0;0;30;2;;0;743;0;159;0;0;0;0
2021/06/07 09:42:26;2128587;1029;0;2000071;0;0;0;0;291;0;0;30;2;;0;743;0;159;0;0;0;0
2021/06/07 09:42:26;2128587;1030;0;2000071;0;0;0;0;0;0;0;30;2;;0;743;0;159;0;0;0;0
2021/06/07 09:42:26;2128587;1031;0;2000071;0;0;0;0;0;0;0;30;2;;0;743;0;159;0;0;0;0
2021/06/07 09:42:26;2128587;1032;0;2000071;0;0;0;0;0;0;0;30;2;;0;743;0;159;0;0;0;0
2021/06/05 19:30:26;2111992;1082;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1084;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1131;0;2000354;0;0;0;0;25;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1139;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1140;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1141;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1142;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1143;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;1144;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 19:30:26;2111992;6248;0;2000354;0;0;0;0;0;0;0;30;2;;0;25;0;0;0;0;0;0
2021/06/05 14:13:33;2126542;1048;0;2000157;0;0;0;0;71;0;0;30;2;;0;812;328;0;0;0;0;0
2021/06/05 14:13:33;2126542;1123;1;2000157;0;0;0;0;380;30;0;30;2;;0;812;328;0;2;0;0;0
2021/06/06 15:53:52;2101723;1039;0;;0;0;0;0;0;0;0;50;0;1;0;1431;1;917;0;0;0;0
2021/06/06 15:53:52;2101723;1087;1;;0;0;1;0;375;90;48;50;0;1;0;1431;1;917;3;0;0;48
2021/06/05 11:10:56;2119271;1028;0;;0;0;0;0;0;0;0;220;0;;0;654;150;0;0;0;0;0
2021/06/05 11:10:56;2119271;1029;2;;0;1;1;0;467;4;210;220;0;;0;654;150;0;0;0;0;210
2021/06/05 11:10:56;2119271;1030;0;;0;0;0;0;0;0;0;220;0;;0;654;150;0;0;0;0;0
2021/06/05 11:10:56;2119271;1031;0;;0;0;0;0;0;0;0;220;0;;0;654;150;0;0;0;0;0
2021/06/06 13:38:12;2103064;1152;0;;0;0;0;0;0;0;0;20;0;;0;492;184;0;0;0;0;0
2021/06/06 13:38:12;2103064;1153;0;;0;0;0;0;0;0;0;20;0;;0;492;184;0;0;0;0;0
2021/06/06 13:38:12;2103064;1154;1;;0;0;0;0;268;40;0;20;0;;0;492;184;0;14;0;0;0
2021/06/06 13:38:12;2103064;1155;0;;0;0;0;0;0;0;0;20;0;;0;492;184;0;0;0;0;0
2021/06/05 15:46:10;2110111;1047;0;;0;0;0;0;0;0;0;220;0;;0;970;0;57;0;0;0;0
2021/06/05 15:46:10;2110111;1149;0;;0;0;0;2;829;0;0;220;0;;57;970;0;57;0;0;0;0
2021/06/05 11:21:24;2126050;1165;1;2000444;0;1;1;0;1146;0;167;30;2;;0;1282;0;0;0;0;0;167
2021/06/05 11:21:24;2126050;1166;0;2000444;0;0;0;0;0;0;0;30;2;;0;1282;0;0;0;0;0;0
2021/06/05 11:21:24;2126050;1169;0;2000444;0;0;0;0;0;0;0;30;2;;0;1282;0;0;0;0;0;0
2021/06/05 11:21:24;2126050;1172;0;2000444;0;0;0;0;0;0;0;30;2;;0;1282;0;0;0;0;0;0
2021/06/07 12:18:59;2101777;1074;0;;0;0;0;0;0;0;0;20;0;;0;1135;644;491;0;0;0;0
2021/06/07 12:18:59;2101777;1079;0;;0;0;0;2;0;0;0;20;0;;82;1135;644;491;0;0;0;0
2021/06/08 11:41:02;2107216;1053;0;;0;0;0;0;0;0;0;50;0;7;0;658;169;423;0;0;0;0
2021/06/08 11:41:02;2107216;1231;2;;0;1;1;0;8;58;22;50;0;7;0;658;169;423;0;0;0;22
2021/06/08 11:41:02;2107216;1232;0;;0;0;0;0;0;0;0;50;0;7;0;658;169;423;0;0;0;0
2021/06/07 12:48:57;2105921;1021;0;;0;0;0;0;0;30;0;50;0;1;0;1134;0;1104;0;0;0;0
2021/06/07 12:48:57;2105921;1022;0;;0;0;0;0;0;0;0;50;0;1;0;1134;0;1104;0;0;0;0
2021/06/07 12:48:57;2105921;1024;0;;0;0;0;0;0;0;0;50;0;1;0;1134;0;1104;0;0;0;0
2021/06/07 12:48:57;2105921;1025;0;;0;0;0;0;0;0;0;50;0;1;0;1134;0;1104;0;0;0;0
2021/06/05 11:03:04;2110725;1048;0;;0;0;0;0;0;0;0;50;0;6;0;159;0;159;0;0;0;0
2021/06/05 11:03:04;2110725;1123;0;;0;0;0;0;0;0;0;50;0;6;0;159;0;159;0;0;0;0
2021/06/07 10:05:44;2124112;1210;0;;0;0;0;0;0;0;0;20;0;;0;341;341;0;0;0;0;0
2021/06/07 19:48:51;2106764;1053;0;;0;0;0;0;0;0;0;50;1;8;0;1129;0;270;0;0;0;0
2021/06/07 19:48:51;2106764;1231;0;;0;0;0;1;0;42;0;50;1;8;15;1129;0;270;0;0;0;0
2021/06/07 19:48:51;2106764;1232;0;;0;0;0;0;0;0;0;50;1;8;0;1129;0;270;0;0;0;0
2021/06/07 19:48:51;2106764;1233;2;;0;0;1;0;287;92;404;50;1;8;0;1129;0;270;40;0;0;404
2021/06/05 13:10:56;2103056;1157;0;2000442;0;0;0;0;0;1;0;30;2;;0;655;568;0;0;0;0;0
2021/06/05 13:10:56;2103056;1158;0;2000442;0;0;0;0;0;0;0;30;2;;0;655;568;0;0;0;0;0
2021/06/05 13:10:56;2103056;1160;0;2000442;0;0;0;0;0;0;0;30;2;;0;655;568;0;0;0;0;0
2021/06/05 13:10:56;2103056;1161;0;2000442;0;0;0;0;0;0;0;30;2;;0;655;568;0;0;0;0;0
2021/06/05 13:10:56;2103056;1162;0;2000442;0;0;0;0;0;0;0;30;2;;0;655;568;0;0;0;0;0
2021/06/05 13:10:56;2103056;1163;0;2000442;0;0;0;0;81;0;0;30;2;;0;655;568;0;0;0;0;0
2021/06/05 17:43:30;2126898;1157;0;;0;0;0;1;0;0;0;20;0;;536;809;479;330;0;0;0;0
2021/06/05 17:43:30;2126898;1158;0;;0;0;0;0;0;0;0;20;0;;0;809;479;330;0;0;0;0
2021/06/05 17:43:30;2126898;1159;0;;0;0;0;0;0;0;0;20;0;;0;809;479;330;0;0;0;0
